Pipeline,Sequence,ParseSequence,Parent,Depth,Activity,ActivityType,Role,IntegrationRuntime,Dataset,DataFlow,LinkedPipeline,SourceTable,SinkTable,SourceSQL,SinkSQL,SQL,Tables,Columns,StoredProcedure,FilePath,Parameters,Dependencies,DependencyConditions,ValuesInfo,Description,Timeout,RetryCount,RetryInterval,SecureInput,SecureOutput,UserProperties,State,ExecutionStage,HasDependsOn,DependsOnCount,CycleFlag,Triggers
pl_NHSC_V_KONP,1,1,,0,CD_V_KONP,Copy,SnowflakeV2Source→DelimitedTextSink,nsus-nhscbi-dh-usea-ithub-shared-ir,IN:DS_EDW_SNOWFLAKE_PROD | OUT:DS_ADLS_Generic,,,,,"SELECT ""MANDT"" ,""KNUMH"" ,""KOPOS"" ,""KAPPL"" ,""KSCHL"" ,""KNUMT"" ,""STFKZ"" ,""KZBZG"" ,""KSTBM"" ,""KONMS"" ,""KSTBW"" ,""KONWS"" ,""KRECH"" ,""KBETR"" ,""KONWA"" ,""KPEIN"" ,""KMEIN"" ,""PRSCH"" ,""KUMZA"" ,""KUMNE"" ,""MEINS"" ,""MXWRT"" ,""GKWRT"" ,""PKWRT"" ,""FKWRT"" ,""RSWRT"" ,""KWAEH"" ,""UKBAS"" ,""KZNEP"" ,""KUNNR"" ,""LIFNR"" ,""MWSK1"" ,""LOEVM_KO"" ,""ZAEHK_IND"" ,""BOMAT"" ,""KBRUE"" ,""KSPAE"" ,""BOSTA"" ,""KNUMA_PI"" ,""KNUMA_AG"" ,""KNUMA_SQ"" ,""VALTG"" ,""VALDT"" ,""ZTERM"" ,""ANZAUF"" ,""MIKBAS"" ,""MXKBAS"" ,""KOMXWRT"" ,""KLF_STG"" ,""KLF_KAL"" ,""VKKAL"" ,""AKTNR"" ,""KNUMA_BO"" ,""MWSK2"" ,""VERTT"" ,""VERTN"" ,""VBEWA"" ,""MDFLG"" ,""KFRST"" ,""UASTA"" ,""/BEV1/ECRTT"" AS ""BEV1_ECRTT"" ,""/BEV1/ECRTN"" AS ""BEV1_ECRTN"" ,""/BEV1/ECEWA"" AS ""BEV1_ECEWA"" ,""KNBTXT"" ,(CASE WHEN FLAG='D' THEN 'Y' ELSE 'N' END) ""IS_DELETED"" ,substr(""GLCHANGETIME"",1,14) AS ""SLT_LAST_TIMESTAMP"", ""LAST_TIMESTAMP"", ""CHANGE_TIMESTAMP"" AS ""D_LAST_TIMESTAMP"" FROM EDW.PRSCS.S6_SC_CS_ERPAMS_KONP_V WHERE try_to_number(""KNUMH"" ) IN( SELECT DISTINCT try_to_number(""ConditionRecordNumber"" ) FROM EDW.PRSCS.S6_SC_CS_ERPAMS_A004_V V_A004 WHERE ""SalesOrganization"" IN ( 'US01', 'US02', 'US03', 'US04','US05', 'US06', 'US07', 'US08','US8R', 'US8O') AND V_A004.""IS_DELETED"" <> 'Y' AND V_A004.""ValidityEndDateOfTheConditionRecord"" >= CAST( CURRENT_DATE() AS Date ) AND V_A004.""ValidityStartDateOfTheConditionRecord"" <= CAST( CURRENT_DATE() AS Date ))",,"SELECT ""MANDT"" ,""KNUMH"" ,""KOPOS"" ,""KAPPL"" ,""KSCHL"" ,""KNUMT"" ,""STFKZ"" ,""KZBZG"" ,""KSTBM"" ,""KONMS"" ,""KSTBW"" ,""KONWS"" ,""KRECH"" ,""KBETR"" ,""KONWA"" ,""KPEIN"" ,""KMEIN"" ,""PRSCH"" ,""KUMZA"" ,""KUMNE"" ,""MEINS"" ,""MXWRT"" ,""GKWRT"" ,""PKWRT"" ,""FKWRT"" ,""RSWRT"" ,""KWAEH"" ,""UKBAS"" ,""KZNEP"" ,""KUNNR"" ,""LIFNR"" ,""MWSK1"" ,""LOEVM_KO"" ,""ZAEHK_IND"" ,""BOMAT"" ,""KBRUE"" ,""KSPAE"" ,""BOSTA"" ,""KNUMA_PI"" ,""KNUMA_AG"" ,""KNUMA_SQ"" ,""VALTG"" ,""VALDT"" ,""ZTERM"" ,""ANZAUF"" ,""MIKBAS"" ,""MXKBAS"" ,""KOMXWRT"" ,""KLF_STG"" ,""KLF_KAL"" ,""VKKAL"" ,""AKTNR"" ,""KNUMA_BO"" ,""MWSK2"" ,""VERTT"" ,""VERTN"" ,""VBEWA"" ,""MDFLG"" ,""KFRST"" ,""UASTA"" ,""/BEV1/ECRTT"" AS ""BEV1_ECRTT"" ,""/BEV1/ECRTN"" AS ""BEV1_ECRTN"" ,""/BEV1/ECEWA"" AS ""BEV1_ECEWA"" ,""KNBTXT"" ,(CASE WHEN FLAG='D' THEN 'Y' ELSE 'N' END) ""IS_DELETED"" ,substr(""GLCHANGETIME"",1,14) AS ""SLT_LAST_TIMESTAMP"", ""LAST_TIMESTAMP"", ""CHANGE_TIMESTAMP"" AS ""D_LAST_TIMESTAMP"" FROM EDW.PRSCS.S6_SC_CS_ERPAMS_KONP_V WHERE try_to_number(""KNUMH"" ) IN( SELECT DISTINCT try_to_number(""ConditionRecordNumber"" ) FROM EDW.PRSCS.S6_SC_CS_ERPAMS_A004_V V_A004 WHERE ""SalesOrganization"" IN ( 'US01', 'US02', 'US03', 'US04','US05', 'US06', 'US07', 'US08','US8R', 'US8O') AND V_A004.""IS_DELETED"" <> 'Y' AND V_A004.""ValidityEndDateOfTheConditionRecord"" >= CAST( CURRENT_DATE() AS Date ) AND V_A004.""ValidityStartDateOfTheConditionRecord"" <= CAST( CURRENT_DATE() AS Date ))","EDW.PRSCS.S6_SC_CS_ERPAMS_A004_V, EDW.PRSCS.S6_SC_CS_ERPAMS_KONP_V","(CASE WHEN FLAG='D' THEN 'Y' ELSE 'N' END) ""IS_DELETED, AKTNR, ANZAUF, BEV1_ECEWA, BEV1_ECRTN, BEV1_ECRTT, BOMAT, BOSTA, D_LAST_TIMESTAMP, FKWRT, GKWRT, KAPPL, KBETR, KBRUE, KFRST, KLF_KAL, KLF_STG, KMEIN, KNBTXT, KNUMA_AG, KNUMA_BO, KNUMA_PI, KNUMA_SQ, KNUMH, KNUMT, KOMXWRT, KONMS, KONWA, KONWS, KOPOS",,,,,,Staging:LS_ADLS_STAGE_BLOB,Used With CD_V_A004 to Create [dr].[BaseCommonPrice_v] [dr].[DistinctBaseCommonPrice_v],0.12:00:00,0,30,No,No,,Enabled,0,No,0,No,TR_PRD_DAILY_0400AM
pl_NHSC_V_KONP,2,2,,0,CD_V_KONP_Synapse,Copy,DelimitedTextSource→SqlDWSink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_ADLS_Generic | OUT:DS_ASA_Generic,,,,@dataset:p_Schema.@dataset:p_Table,,truncate table dr.NHSC_V_KONP,"-- PRE-COPY SCRIPT:
truncate table dr.NHSC_V_KONP",,,,,,CD_V_KONP(Succeeded),Succeeded,Staging:LS_ADLS | SINK:[PreCopyScript:Yes | TableOption:autoCreate],,0.12:00:00,0,30,No,No,,Enabled,1,Yes,20,No,TR_PRD_DAILY_0400AM
Delta_ADLS_to_Datawarehouse,1,1,,0,Rertrieve Entities from Control Table,Lookup,Query,AutoResolveIR,,,,,,,,,,,,,,,,FirstRowOnly: False,,0.12:00:00,0,30,No,No,,Enabled,0,No,0,No,
Delta_ADLS_to_Datawarehouse,2,2,,0,Filter Records Specific to Data WaredHouse Load,Filter,Filter Array,AutoResolveIR,,,,,,,,"Filter condition:
@and(equals(item()['run_mode'],'Delta_load'),equals(item()['process_type'],'target load'))",,,,,Act:Rertrieve Entities from Control Table,Rertrieve Entities from Control Table(Succeeded),Succeeded,Items: @activity('Rertrieve Entities from Control Table').output.value,,,0,30,No,No,,Enabled,1,Yes,48,No,
Delta_ADLS_to_Datawarehouse,3,3,,0,Load All the entities mentioned in Control Table to DW,ForEach,Loop,AutoResolveIR,,,,,,,,,,,,,Act:Filter Records Specific to Data WaredHouse Load,Filter Records Specific to Data WaredHouse Load(Succeeded),Succeeded,Items:@activity('Filter Records Specific to Data WaredHouse Load').output.value,,,0,30,No,No,,Enabled,2,Yes,58,No,
Delta_ADLS_to_Datawarehouse,4,4,Load All the entities mentioned in Control Table to DW,1,Copy data1,Copy,DelimitedTextSource→SqlDWSink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_ADLS_Generic_DynamicDelimiter | OUT:DS_ASA_Generic,,,,@dataset:p_Schema.@dataset:p_Table,,,,,,,,,,,"SINK:[BatchSize:15000 | UpsertKeys:[CUSTOMER_NUMBER, MATERIAL, SALES_DOCUMENT]] | TypeConversion:[AllowTruncation]",,0.12:00:00,0,30,No,No,,Enabled,0,No,0,No,
pl_solution_extract_csv_parquet_supplychain,1,1,,0,acty_sql_to_adls_extract_parquet,Copy,SqlDWSource→ParquetSink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_ASA_Generic | OUT:ds_adls2_Parquet,,,@dataset:p_Schema.@dataset:p_Table,,@pipeline().parameters.query,,@pipeline().parameters.query,,,,,"P:file_system, P:parquet_file_name, P:parquet_solution_path, P:query",,,Staging:LS_ADLS,,7.00:00:00,3,200,No,No,,Enabled,0,No,0,No,
PL_EDW_SF_0PLANT,1,1,,0,Copy From SF to Public Blob,Copy,SnowflakeV2Source→DelimitedTextSink,nsus-nhscbi-dh-usea-ithub-shared-ir,IN:DS_EDW_SNOWFLAKE_PROD | OUT:DS_ADLS_BLOB_Generic_COPY,,,,,"SELECT * from EDW.PRS.BIG0PLANT_V where comp_code IN ('US16','US8X')",,"SELECT * from EDW.PRS.BIG0PLANT_V where comp_code IN ('US16','US8X')",EDW.PRS.BIG0PLANT_V,*,,,,,,,,0.12:00:00,0,30,No,No,,Enabled,0,No,0,No,
PL_EDW_SF_0PLANT,2,2,,0,Copy From Public Blob to ADLS,Copy,DelimitedTextSource→DelimitedTextSink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_ADLS_BLOB_Generic_COPY | OUT:DS_ADLS_Generic_COPY,,,,,,,,,,,,,Copy From SF to Public Blob(Succeeded),Succeeded,TypeConversion:[AllowTruncation],,0.12:00:00,0,30,No,No,,Enabled,1,Yes,38,No,
PL_EDW_SF_0PLANT,3,3,,0,Copy from ADLS to Synapse,Copy,DelimitedTextSource→SqlDWSink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_ADLS_Generic_COPY | OUT:DS_ASA_Generic,,,,@dataset:p_Schema.@dataset:p_Table,,,,,,,,,Copy From Public Blob to ADLS(Succeeded),Succeeded,SINK:[TableOption:autoCreate],,0.12:00:00,0,30,No,No,,Enabled,2,Yes,40,No,
